"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/12/2016","Amazon","AMAZON MKTPLACE PMTS","79.99","debit","Entertainment","Sapphire Reserve","",""
"10/12/2016","Fresh Market","SQ *FRESH MARKET","9.56","debit","Groceries","Sapphire Reserve","",""
"10/12/2016","Amazon","AMAZON MKTPLACE PMTS","17.99","debit","Entertainment","Sapphire Reserve","",""
"10/11/2016","Mobile Email Transfer","Mobile/Email Transfer Conf# 1jx9dr4s1; CHANG, YU","78.00","credit","Transfer","Personal Checking Account","",""
"10/11/2016","Square","Square Inc       SDV-VRFY   T11209225       WEB ID: 9424300002","0.01","debit","Restaurants","Personal Checking","",""
"10/11/2016","Square Sdv Vrfy","Square Inc       SDV-VRFYPPD ID: 9424300002","0.01","credit","Income","Personal Checking","",""
"10/11/2016","Amazon","AMAZON MKTPLACE PMTS","7.99","debit","Entertainment","Sapphire Reserve","",""
"10/11/2016","University Store","UTSW UNIVERSITY STORE","1.18","debit","Gift","Sapphire Reserve","",""
"10/11/2016","Nordstrom","NORDSTROM #0723","3.09","debit","Clothing","Sapphire Reserve","",""
"10/11/2016","Cafe Hunan","CAFE HUNAN 2","7.52","debit","Restaurants","Sapphire Reserve","",""
"10/11/2016","USPS","USPS 48227002600241422","8.09","debit","Shipping","Sapphire Reserve","",""
"10/10/2016","Apple","APPLE STORE  #R144","53.54","debit","Electronics & Software","Sapphire Reserve","",""
"10/10/2016","Carnival Cruise","CARNIVAL CRUISE TKT/RES","2026.64","debit","Vacation","Sapphire Reserve","",""
"10/10/2016","GoDaddy.com","DNH*GODADDY.COM","8.52","debit","Business Services","Sapphire Reserve","",""
"10/10/2016","Carnival Cruise","CARNIVAL CRUISE TKT/RES","1902.48","debit","Vacation","Sapphire Reserve","",""
"10/10/2016","Apple","APPLE STORE  #R144","53.54","debit","Electronics & Software","Sapphire Reserve","",""
"10/10/2016","AT&T","AT&T*BILL PAYMENT","68.67","debit","Home Phone","Sapphire Reserve","",""
"10/10/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"10/09/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Sapphire Reserve","",""
"10/09/2016","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"10/09/2016","Inwood","INWOOD","4.33","debit","Gifts & Donations","Sapphire Reserve","",""
"10/09/2016","Southwest Airlines","SOUTHWES    5262453774518","245.92","debit","Air Travel","Sapphire Reserve","",""
"10/07/2016","Inwood","INWOOD","4.33","debit","Gifts & Donations","Sapphire Reserve","",""
"10/07/2016","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"10/07/2016","Account Maintenance Fee","Monthly Maintenance Fee","5.00","debit","Bank Fee","Personal Savings Account","",""
"10/06/2016","Fresh Market","SQ *FRESH MARKET","5.13","debit","Groceries","Sapphire Reserve","",""
"10/06/2016","Pho 16th Vise","PHO ON 16TH VIETNAMESE GR","37.00","debit","Restaurants","Sapphire Reserve","",""
"10/05/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Sapphire Reserve","",""
"10/05/2016","McDonald's","MCDONALD'S F13570","2.70","debit","Fast Food","Sapphire Reserve","",""
"10/05/2016","Yard House","YARD HOUSE 83200083295","16.00","debit","Restaurants","Sapphire Reserve","",""
"10/04/2016","Public Works Prkg","PUBLIC WORKS-PRKG METR","1.00","debit","Fees & Charges","Sapphire Reserve","",""
"10/04/2016","Public Works Prkg","PUBLIC WORKS-PRKG METR","1.00","debit","Fees & Charges","Sapphire Reserve","",""
"10/04/2016","Public Works Prkg","PUBLIC WORKS-PRKG METR","1.00","debit","Fees & Charges","Sapphire Reserve","",""
"10/04/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"10/04/2016","Public Works Prkg","PUBLIC WORKS-PRKG METR","1.50","debit","Fees & Charges","Sapphire Reserve","",""
"10/04/2016","Century Theaters","69420 Century Me Rent       57164435        WEB ID: 1861072180","1305.43","debit","Mortgage & Rent","Personal Checking","",""
"10/03/2016","Garden of The Gods Club","GARDEN OF THE GODS","5.95","debit","Music","Sapphire Reserve","",""
"10/03/2016","Pikes Peak Americas","PIKES PEAK AMERICAS MTN","34.00","debit","Vacation","Sapphire Reserve","",""
"10/03/2016","Wendy's","WENDY'S #11526","5.94","debit","Fast Food","Sapphire Reserve","",""
"10/03/2016","Delectable Egg","THE DELECTABLE EGG","12.35","debit","Restaurants","Sapphire Reserve","",""
"10/03/2016","Indias Tavern","INDIAS TAVERN","58.00","debit","Restaurants","Sapphire Reserve","",""
"10/03/2016","Loaf N Jug","LOAF N JUG #0056   Q81","15.72","debit","Shopping","Sapphire Reserve","",""
"10/03/2016","Loaf N Jug","LOAF N JUG #0056   Q81","7.38","debit","Shopping","Sapphire Reserve","",""
"10/03/2016","Utswmc Dallas Tx","UTSWMC DALLAS TX PAYROLLPPD ID: 5756002868","3582.74","credit","Paycheck","Personal Checking","",""
"10/03/2016","Online Banking Confirmation","Online Banking payment to CRD 1669 Confirmation# 0248518396","23.50","debit","Credit Card Payment","Business Checking Account","",""
"10/03/2016","Chk","Online payment from CHK 6","23.50","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"10/02/2016","Help Jagex Com","help.jagex.com","5.99","debit","Entertainment","Freedom","",""
"10/02/2016","Dollar Tree","DOLLAR TREE","4.19","debit","Shopping","Sapphire Reserve","",""
"10/02/2016","Firehouse Subs","FIREHOUSE SUBS #10","10.54","debit","Fast Food","Sapphire Reserve","",""
"10/02/2016","Cafe Hunan","CAFE HUNAN 2","7.52","debit","Restaurants","Sapphire Reserve","",""
"10/02/2016","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"10/02/2016","Rocky Mtn Beaver","ROCKY MTN-BEAVER MEAD ES","20.00","debit","Vacation","Sapphire Reserve","",""
"10/02/2016","Best Buy","BEST BUY MHT  00000588","216.49","debit","Electronics & Software","Sapphire Reserve","",""
"10/02/2016","Fel Fel","FEL FEL","9.72","debit","Food & Dining","Sapphire Reserve","",""
"9/30/2016","Park's Hamburgers","SQ *PARK'S HAMBURGERS","6.91","debit","Restaurants","Sapphire Reserve","",""
"9/29/2016","Time Warner","TWC*TIME WARNER CABLE","74.98","debit","Television","Sapphire Reserve","",""
"9/29/2016","Inwood","INWOOD","6.26","debit","Gifts & Donations","Sapphire Reserve","",""
"9/29/2016","Estilos Salon","ESTILOS SALON","20.00","debit","Personal Care","Sapphire Reserve","",""
"9/28/2016","Carnival Cruise","CARNIVAL CRUISE TKT/RES","200.00","debit","Vacation","Sapphire Reserve","",""
"9/28/2016","Carnival Cruise","CARNIVAL CRUISE TKT/RES","150.00","debit","Vacation","Sapphire Reserve","",""
"9/28/2016","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"9/27/2016","Snack Corner","SQ *SHON'S SNACK CORNER","4.85","debit","Groceries","Sapphire Reserve","",""
"9/27/2016","Sam's Club","SAMSCLUB 8248 GAS","26.10","debit","Shopping","Sapphire Reserve","",""
"9/27/2016","Sam's Club","SAMS CLUB #8248","2.70","debit","Food & Dining","Sapphire Reserve","",""
"9/27/2016","Sam's Club","SAMS CLUB #8248","74.46","debit","Food & Dining","Sapphire Reserve","",""
"9/27/2016","Park's Hamburgers","SQ *PARK'S HAMBURGERS","3.88","debit","Restaurants","Sapphire Reserve","",""
"9/27/2016","Tx Dps Dl","TX DPS DL","25.00","debit","Misc Expenses","Sapphire Reserve","",""
"9/27/2016","Reliant Energy","RELIANT ENERGY","33.92","debit","Utilities","Sapphire Reserve","",""
"9/27/2016","Greyhound","GREYHOUND LINES CNP","81.50","debit","Travel","Sapphire Reserve","",""
"9/26/2016","Chase Ending In","Payment to Chase card ending in3997","2173.24","debit","Financial","Personal Checking","",""
"9/26/2016","Fadis Mediterranean Grill","FADIS MEDITERRANEAN GRILL","9.72","debit","Restaurants","Sapphire Reserve","",""
"9/26/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"9/25/2016","Transfer from CHASE COLLEGE","Payment Thank You - Web","2173.24","credit","Credit Card Payment","Freedom","",""
"9/25/2016","Pho","PHO KITCHEN","10.77","debit","Restaurants","Sapphire Reserve","",""
"9/23/2016","Utsw Aston Valet","UTSW-ASTON VALET SERVI","5.00","debit","Travel","Sapphire Reserve","",""
"9/22/2016","Snack Corner","SQ *SHON'S SNACK CORNER","5.31","debit","Groceries","Sapphire Reserve","",""
"9/22/2016","Pet Memories","PET MEMORIES CREMATION","170.00","debit","Pets","Sapphire Reserve","",""
"9/21/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Sapphire Reserve","",""
"9/20/2016","Transfer from CREDIT CARD","Overdraft Fee Credit","5.00","credit","Transfer","Personal Checking Account","",""
"9/20/2016","Fresh Market","SQ *FRESH MARKET","2.96","debit","Groceries","Sapphire Reserve","",""
"9/19/2016","Travel Year","TRAVEL CREDIT $300/YEAR","300.00","credit","Credit Card Payment","Sapphire Reserve","",""
"9/18/2016","iTunes","APL* ITUNES.COM/BILL","1.40","debit","Music","Freedom","",""
"9/18/2016","Fresh Market","SQ *FRESH MARKET","3.44","debit","Groceries","Sapphire Reserve","",""
"9/18/2016","Shake Shack","SHAKE SHACK - 1161","5.73","debit","Fast Food","Sapphire Reserve","",""
"9/16/2016","Inwood","INWOOD","5.40","debit","Gifts & Donations","Sapphire Reserve","",""
"9/15/2016","AT&T","ATT*BILL PAYMENT","67.40","debit","Home Phone","Freedom","",""
"9/14/2016","iTunes","APL* ITUNES.COM/BILL","21.64","debit","Music","Freedom","",""
"9/14/2016","GoDaddy.com","DNH*GODADDY.COM","8.52","debit","Business Services","Freedom","",""
"9/14/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.83","debit","Groceries","Sapphire Reserve","",""
"9/13/2016","Cafe Hunan","CAFE HUNAN 2","7.52","debit","Restaurants","Sapphire Reserve","",""
"9/13/2016","7-Eleven","7-ELEVEN 36575","30.95","debit","Fast Food","Sapphire Reserve","",""
"9/13/2016","7-Eleven","7-ELEVEN 36575","2.70","debit","Fast Food","Sapphire Reserve","",""
"9/12/2016","Wingstop","WINGSTOP 108","36.34","debit","Restaurants","Sapphire Reserve","",""
"9/12/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"9/12/2016","5 Guys","5GUYS 0450 QSR","31.02","debit","Fast Food","Sapphire Reserve","",""
"9/12/2016","Raising Cane's","RAISING CANE'S  #140","11.90","debit","Restaurants","Sapphire Reserve","",""
"9/12/2016","Chosun Galbi","CHOSUN GALBI","60.83","debit","Restaurants","Sapphire Reserve","",""
"9/12/2016","Mozarts","MOZARTS","3.99","debit","Coffee Shops","Sapphire Reserve","",""
"9/11/2016","GoDaddy.com","DNH*GODADDY.COM","8.52","debit","Business Services","Sapphire Reserve","",""
"9/11/2016","HEB","HEB  #374","51.24","debit","Groceries","Sapphire Reserve","",""
"9/11/2016","Chipotle","CHIPOTLE 2749","8.12","debit","Fast Food","Sapphire Reserve","",""
"9/09/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Sapphire Reserve","",""
"9/08/2016","Cafe Hunan","CAFE HUNAN 2","7.52","debit","Restaurants","Sapphire Reserve","",""
"9/07/2016","Sam's Club","SAMSCLUB #8248","2.19","debit","Groceries","Sapphire Reserve","",""
"9/07/2016","Estilos Salon","ESTILOS SALON","20.00","debit","Personal Care","Sapphire Reserve","",""
"9/07/2016","Sam's Club","SAMS CLUB #8248","27.14","debit","Food & Dining","Sapphire Reserve","",""
"9/07/2016","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","1536.57","debit","Credit Card Payment","Personal Checking","",""
"9/06/2016","Wingstop","WINGSTOP 0027","9.19","debit","Restaurants","Sapphire Reserve","",""
"9/06/2016","Automatic Thank","AUTOMATIC PAYMENT - THANK","1536.57","credit","Credit Card Payment","Freedom","",""
"9/05/2016","Ranch","99 RANCH #1102","19.35","debit","Groceries","Sapphire Reserve","",""
"9/04/2016","Known Traveler","KNOWN TRAVELER CREDIT","100.00","credit","Credit Card Payment","Sapphire Reserve","",""
"9/04/2016","Amazon","AMAZON MKTPLACE PMTS","11.60","debit","Entertainment","Sapphire Reserve","",""
"9/04/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Sapphire Reserve","",""
"9/04/2016","Burger House Southwest","BURGER HOUSE SOUTHWEST","5.20","debit","Fast Food","Sapphire Reserve","",""
"9/04/2016","Jusgo Supermarket","JUSGO SUPERMARKET","27.13","debit","Groceries","Sapphire Reserve","",""
"9/02/2016","Help Jagex Com","help.jagex.com","5.99","debit","Entertainment","Freedom","",""
"9/02/2016","Century Theaters","69420 Century Me Rent       55612520        WEB ID: 1861072180","1303.56","debit","Mortgage & Rent","Personal Checking","",""
"9/01/2016","Annual Membership Fee","ANNUAL MEMBERSHIP FEE","450.00","debit","Service Fee","Sapphire Reserve","",""
"9/01/2016","Cafe Hunan","CAFE HUNAN","7.47","debit","Restaurants","Sapphire Reserve","",""
"9/01/2016","Utswmc Dallas Tx","UTSWMC DALLAS TX PAYROLLPPD ID: 5756002868","3303.81","credit","Paycheck","Personal Checking","",""
"9/01/2016","Jpmorgan Chase Des","JPMorgan Chase DES:Ext Trnsfr ID:XXXXX25420 INDN:HUYNH V VU CO ID:XXXXX02231 PPD","200.00","credit","Transfer","Personal Checking Account","",""
"9/01/2016","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"8/31/2016","Chili's","CHILIS","34.93","debit","Restaurants","Freedom","",""
"8/31/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"8/31/2016","Omni Berkshire","OMNI BERKSHIRE","21.95","debit","Uncategorized","Freedom","",""
"8/30/2016","Sushiya Japanese Restaurant","SUSHIYA JAPANESE RESTAURA","59.00","debit","Restaurants","Freedom","",""
"8/30/2016","Pret A Manger","PRET A MANGER 0076","6.37","debit","Fast Food","Freedom","",""
"8/30/2016","Online Transfer Hu","Online Transfer 5626325420 to huynhuynh ########0525 transaction","200.00","debit","Transfer","Personal Checking","",""
"8/30/2016","Bank America Des","Bank of America DES:CASHREWARD ID:INSTA-CARDZ...","65.76","credit","Income","Business Checking Account","",""
"8/29/2016","Transfer to Business Checking Account","Online Banking transfer to CHK 6028 Confirmation# 0552392671","200.00","debit","Transfer","Personal Checking Account","",""
"8/29/2016","Transfer from Personal Savings Account","Online Banking transfer from SAV 0538 Confirmation# 3752355181","14.28","credit","Transfer","Personal Checking Account","",""
"8/29/2016","Transfer to Business Checking Account","Online Banking transfer to CHK 6028 Confirmation# 2852358330","259.17","debit","Transfer","Personal Savings Account","",""
"8/29/2016","Transfer to Personal Checking Account","Online Banking transfer to CHK 0525 Confirmation# 3752355181","14.28","debit","Transfer","Personal Savings Account","",""
"8/29/2016","Transfer from Personal Savings Account","Online Banking transfer from SAV 0538 Confirmation# 2852358330","259.17","credit","Transfer","Business Checking Account","",""
"8/29/2016","Transfer from Personal Checking Account","Online Banking transfer from CHK 0525 Confirmation# 0552392671","200.00","credit","Transfer","Business Checking Account","",""
"8/29/2016","Nyc Taxi","NYC-TAXI","46.61","debit","Rental Car & Taxi","Freedom","",""
"8/29/2016","Bubba Gump New York","BUBBA GUMP NEW YORK","60.00","debit","Restaurants","Freedom","",""
"8/29/2016","Dell","DELL SALES & SERVICE","119.06","debit","Electronics & Software","Freedom","",""
"8/29/2016","Little & Co","LITTLE COLLINS","21.64","debit","Financial","Freedom","",""
"8/29/2016","Ippudo Westside","IPPUDO WESTSIDE","38.54","debit","Restaurants","Freedom","",""
"8/29/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Freedom","",""
"8/28/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Freedom","",""
"8/28/2016","Fresh Market","SQ *FRESH MARKET","4.21","debit","Groceries","Freedom","",""
"8/28/2016","Help Jagex Com","HELP.JAGEX.COM","19.99","debit","Entertainment","Freedom","",""
"8/26/2016","Subway","SUBWAY        00473132","5.63","debit","Fast Food","Freedom","",""
"8/26/2016","Subway","SUBWAY        00473132","5.79","debit","Fast Food","Freedom","",""
"8/26/2016","Reliant Energy","RELIANT ENERGY","30.17","debit","Utilities","Freedom","",""
"8/25/2016","Fresh Market","SQ *FRESH MARKET","3.10","debit","Groceries","Freedom","",""
"8/25/2016","iTunes","APL* ITUNES.COM/BILL","5.40","debit","Music","Freedom","",""
"8/24/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"8/23/2016","Starbucks","STARBUCKS CARD RELOADnull","10.00","debit","Coffee Shops","Freedom","",""
"8/22/2016","Amazon","AMAZON MKTPLACE PMTSnull","5.49","debit","Shopping","Freedom","",""
"8/22/2016","TxTag","TXTAG 888 468 9824null","20.00","debit","Travel","Freedom","",""
"8/21/2016","Pho Que Huong","PHO QUE HUONGnull","11.00","debit","Restaurants","Freedom","",""
"8/21/2016","iTunes","APL* ITUNES.COM/BILLnull","21.64","debit","Music","Freedom","",""
"8/21/2016","Star Cab","SQ *STAR CABnull","50.40","debit","Rental Car & Taxi","Freedom","",""
"8/21/2016","Jusgo Supermarket","JUSGO SUPERMARKETnull","76.02","debit","Groceries","Freedom","",""
"8/21/2016","Popeye's","POPEYE'S #10307null","10.49","debit","Restaurants","Freedom","",""
"8/19/2016","Snack Corner","SQ *SHON'S SNACK CORNER","5.93","debit","Groceries","Freedom","",""
"8/18/2016","Snack Corner","SQ *SHON'S SNACK CORNER","5.83","debit","Groceries","Freedom","",""
"8/17/2016","Estilos Salon","ESTILOS SALON C_PURCHASE","15.00","debit","Personal Care","Business Credit Account","",""
"8/17/2016","Pho Crimson","PHO CRIMSON C_PURCHASE","8.50","debit","Restaurants","Business Credit Account","",""
"8/17/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"8/17/2016","Help Jagex Com","HELP.JAGEX.COM","99.99","debit","Entertainment","Freedom","",""
"8/16/2016","Starbucks","STARBUCKS CARD RELOAD","10.00","debit","Coffee Shops","Freedom","",""
"8/16/2016","AT&T","ATT*BILL PAYMENT","49.53","debit","Home Phone","Freedom","",""
"8/16/2016","Cafe Hunan","CAFE HUNAN 2","7.52","debit","Restaurants","Freedom","",""
"8/15/2016","Sam's Club","SAMS CLUB #8248","101.42","debit","Food & Dining","Freedom","",""
"8/15/2016","Sam's Club","SAMSCLUB #8248","3.24","debit","Food & Dining","Freedom","",""
"8/14/2016","GoDaddy.com","DNH*GODADDY.COM","8.52","debit","Business Services","Freedom","",""
"8/14/2016","Texaco","TEXACO 0307259","40.61","debit","Gas & Fuel","Freedom","",""
"8/14/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"8/14/2016","Hotwire","HOTWIRE-SALES FINAL","604.63","debit","Air Travel","Freedom","",""
"8/14/2016","LEXUS","SEWELL LEXUS-SVC/PARTS","347.69","debit","Service & Parts","Freedom","",""
"8/14/2016","Inwood","INWOOD","8.42","debit","Gifts & Donations","Freedom","",""
"8/14/2016","iTunes","APL* ITUNES.COM/BILL","10.81","debit","Music","Freedom","",""
"8/12/2016","Niantic","GOOGLE *Niantic Inc","19.99","debit","Uncategorized","Freedom","",""
"8/11/2016","iTunes","APL* ITUNES.COM/BILL","21.64","credit","Music","Freedom","",""
"8/10/2016","iTunes","APL* ITUNES.COM/BILL","10.81","debit","Music","Freedom","",""
"8/09/2016","Transfer from Business Checking Account","Online payment from CHK 6","81.93","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
